label,text
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
promo,বোনাস সহ ২জিবি-৩৫টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
promo,"১২৫৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC"
smish,আপনার ফেসবুক প্রোফাইল আপডেট করুন। এখানে ক্লিক করুন: [facebookprofile.com/UpdateBD]
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
smish,জনতা ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। কল করুন: +8801811011023
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://wa.me/8801914567890
normal,"কষ্ট পেয়ো না, সব ঠিক হয়ে যাবে।"
smish,"প্রিয় আবেদনকারী, মঙ্গল 04/05 তারিখে সকাল 9 টায় @1ম তলায় কেন্দ্র শত্রু নেতৃত্বের সাথে একটি ইন্টার-ভিউয়ের জন্য আপনাকে বাছাই করা হয়েছে। অনুসন্ধানের জন্য অনুগ্রহ করে যোগাযোগ করুন: 09029900659"
promo,"২৭মিনিট মাত্র ১৯টাকা, মেয়াদ ৫দিন; নিতে ডায়াল করুন *১২১*৫০৮০#"
smish,আপনার ড্রাইভিং লাইসেন্স আপডেট করতে কল করুন +8801815566778
smish,"প্রিয় গ্রাহক, 8990 টাকা। K Enterprice ds POS/ECOM.Txn# এ 23-02-2020 তারিখে XX কার্ডে txn করা হয়েছে। আপনার দ্বারা করা হয়নি, নিবন্ধিত মোবাইল এনবি থেকে এই এসএমএসটি ফরোয়ার্ড করুন। 18604195555"
normal,তুমি কি বই পড়ছো?
normal,আজ কি করবেন?
normal,আমি এই বছরে অনেক বই পড়তে চাই।
smish,আপনার ড্রাইভিং লাইসেন্স আপডেট করতে কল করুন +8801815566778
normal,সুবর্ণ সন্ধ্যা!
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801816677889"
normal,কেমন আছেন?
normal,"ক্ষমতা হলো সূর্যের আলোর মতো, তাতে কেউ আলোকিত হয় আবার কেউ পুড়ে শেষ হয়ে যায়।"
normal,"০১৮৭৩৮২৮১৯৩ নাম্বারে বিকাশ করুন, তাড়াতাড়ি।"
normal,এই যা আমি একটি সমাধান দেওয়া হয় যে সমাধান দিতে হবে।
promo,"Call duration 00:02:51, charged 3.6 Taka, remaining balance is   10.94  Taka"
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801816677889"
smish,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801915566778
normal,"তারা আমাদের ভাই-বোনদের মৃত্যুর ভয় দেখিয়ে দমিয়ে রাখতে চায়, অথচ আমাদের পেছনে রয়েছে বদর, খন্দক, তাবুকের মতো শত শত স্মৃতি। - [কবি আল মাহমুদ]"
normal,সব কিছু ঠিক হয়ে যাবে।
smish,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে আজই আইপিএলে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/
normal,আপনি কী করছেন?
smish,"https://t.me/DailyEarn_Money_bot?start=r08368814246
উপরে দেওয়া লিং এ ক্লিক করে ডেলি ২০০ থেকে ৩০০ টাকা ইনকাম করতে চাইলে এখনি ক্লিক করুন"
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।"
normal,তুমি সবসময় সেরা।
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
promo,নতুন লাইফস্টাইল প্রোডাক্টে ২৫% ছাড়! স্টক শেষ হওয়ার আগে সুযোগ নিন।
promo,আজকের স্পেশাল: সব বইয়ে ১৫% ছাড়। দেরি না করে এখনই অর্ডার করুন।
normal,আমার জন্য কোনো নতুন খবর আছে?
smish,"ডেইলি ৫০০,৭০০,১০০০ টাকা ইনকাম
ইমারজে'ন্সি লোক লাগবে।
কেউ করতে চাইলে আমাকে মে'সেজ দিন।"
smish,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য কল করুন: +8801713344556
smish,"২,০০০ টাকা বিনিয়োগ করুন এবং ৫ মিনিটে ৪,০০০ টাকা পান! কল করুন: +8801714567890"
promo,কুল সব আপডেট মিস না করতে এখনই জয়েন স্কিটো টেলিগ্রাম: cutt.ly/NwJt7qvx
smish,"https://t.me/DailyEarn_Money_bot?start=r08368814246
উপরে দেওয়া লিং এ ক্লিক করে ডেলি ২০০ থেকে ৩০০ টাকা ইনকাম করতে চাইলে এখনি ক্লিক করুন"
promo,"ফুলঅন আড্ডা+ইন্টারনেটিং করতে ৬১জিবি+১০০০মি@৳৮৯৯,৩০দিন cutt.ly/LwEXIUPL"
smish,একটি Samsung Galaxy ফোন জেতার সুযোগ! এই বার্তায় 'GALAXY' উত্তর দিন।
smish,"১,০০,০০০ টাকা বিনিয়োগে ২,০০,০০০ টাকা পান! কল করুন: +8801919899901"
smish,আপনার ব্যাংক অ্যাকাউন্টে ১ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে কল করুন: +8801914344456
smish,আজই ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি ট্রিপ জিতুন! যোগ দিন: smilesvoegol.servebbs.org/voegol.php
